,Games,AtBase,Hits
98626,42,86,17
98627,17,40,5
98628,40,2,0
98629,45,69,18
98630,26,0,0
98631,145,507,115
98632,30,72,12
98633,23,35,6
98634,1,4,0
98635,148,533,138
98636,10,36,12
98637,110,380,90
98638,126,465,103
98639,134,528,154
98640,11,31,8
98641,66,0,0
98642,7,9,0
98643,9,0,0
98644,10,30,6
98645,49,146,44
98646,101,399,102
98647,51,201,54
98648,12,15,5
98649,3,2,1
98650,69,1,0
98651,54,0,0
98652,21,0,0
98653,4,10,1
98654,80,232,64
98655,44,69,17
98656,32,3,0
98657,13,0,0
98658,31,1,0
98659,93,306,73
98660,142,478,134
98661,61,0,0
98662,86,253,46
98663,123,455,110
98664,10,1,0
98665,13,21,3
98666,25,47,10
98667,67,0,0
98668,5,0,0
98669,18,0,0
98670,16,27,5
98671,15,0,0
98672,13,0,0
98673,28,0,0
98674,35,89,20
98675,75,0,0
98676,27,8,1
98677,125,385,109
98678,62,0,0
98679,59,205,47
98680,23,46,8
98681,10,0,0
98682,31,0,0
98683,22,0,0
98684,18,24,6
98685,33,54,6
98686,5,0,0
98687,31,62,2
98688,21,45,15
98689,57,139,31
98690,80,231,51
98691,13,30,3
98692,12,4,0
98693,17,1,0
98694,54,0,0
98695,5,3,1
98696,7,0,0
98697,55,170,40
98698,23,5,1
98699,9,6,2
98700,20,3,0
98701,10,18,4
98702,73,0,0
98703,5,0,0
98704,106,260,65
98705,147,506,112
98706,97,367,87
98707,29,94,12
98708,153,491,121
98709,105,343,103
98710,126,463,114
98711,44,0,0
98712,79,242,62
98713,67,0,0
98714,159,613,166
98715,50,135,27
98716,49,190,63
98717,34,68,9
98718,95,210,41
98719,16,17,2
98720,13,0,0
98721,32,3,1
98722,51,117,26
98723,8,0,0
98724,108,385,93
98725,7,0,0
98726,22,5,1
98727,127,450,88
98728,12,24,5
98729,131,336,79
98730,144,501,122
98731,134,461,130
98732,71,0,0
98733,122,395,96
98734,20,82,24
98735,5,5,0
98736,30,4,0
98737,5,1,1
98738,54,1,0
98739,23,46,10
98740,83,238,59
98741,30,0,0
98742,3,0,0
98743,25,2,0
98744,32,60,9
98745,19,2,0
98746,8,0,0
98747,47,9,1
98748,53,152,38
98749,8,0,0
98750,89,248,60
98751,32,82,16
98752,104,161,39
98753,13,10,1
98754,154,593,151
98755,16,24,0
98756,47,2,0
98757,5,0,0
98758,23,38,6
98759,36,0,0
98760,41,98,22
98761,131,436,136
98762,35,9,0
98763,73,0,0
98764,49,158,36
98765,15,13,1
98766,21,28,6
98767,8,17,1
98768,5,1,0
98769,157,564,121
98770,158,608,155
98771,62,1,0
98772,17,0,0
98773,4,7,1
98774,100,157,31
98775,45,0,0
98776,38,0,0
98777,17,0,0
98778,156,598,145
98779,2,0,0
98780,39,131,23
98781,46,140,21
98782,153,514,130
98783,62,0,0
98784,31,6,0
98785,34,60,16
98786,74,1,0
98787,106,363,80
98788,25,66,14
98789,1,0,0
98790,75,0,0
98791,28,73,14
98792,120,260,70
98793,31,1,0
98794,123,486,146
98795,47,1,0
98796,9,0,0
98797,7,0,0
98798,29,4,0
98799,93,283,54
98800,73,178,32
98801,149,575,156
98802,5,11,2
98803,128,477,128
98804,33,56,5
98805,13,18,2
98806,162,579,165
98807,133,433,119
98808,2,0,0
98809,137,476,123
98810,114,333,73
98811,39,32,3
98812,130,341,85
98813,18,22,6
98814,30,0,0
98815,11,10,0
98816,11,20,3
98817,76,3,2
98818,4,0,0
98819,19,0,0
98820,16,0,0
98821,67,0,0
98822,23,71,8
98823,6,0,0
98824,29,2,0
98825,30,0,0
98826,8,16,2
98827,54,0,0
98828,42,150,37
98829,73,0,0
98830,14,19,1
98831,1,3,0
98832,6,1,0
98833,38,60,13
98834,23,43,10
98835,10,0,0
98836,7,0,0
98837,26,52,4
98838,102,281,62
98839,16,12,1
98840,78,259,65
98841,33,76,7
98842,127,407,98
98843,9,18,2
98844,2,2,0
98845,16,0,0
98846,8,0,0
98847,110,301,67
98848,116,434,120
98849,4,0,0
98850,1,1,0
98851,9,1,0
98852,2,0,0
98853,10,24,2
98854,106,287,63
98855,16,56,10
98856,105,220,57
98857,17,47,6
98858,11,34,7
98859,38,0,0
98860,23,0,0
98861,157,597,163
98862,162,607,175
98863,44,0,0
98864,134,462,120
98865,36,87,19
98866,15,7,0
98867,16,5,1
98868,34,0,0
98869,14,0,0
98870,28,75,16
98871,15,0,0
98872,7,30,6
98873,53,164,45
98874,53,157,33
98875,67,0,0
98876,9,35,6
98877,33,54,6
98878,43,119,21
98879,15,0,0
98880,46,172,42
98881,14,14,2
98882,54,1,0
98883,8,12,3
98884,74,145,24
98885,13,0,0
98886,8,1,0
98887,148,555,142
98888,27,49,3
98889,108,369,97
98890,20,3,0
98891,22,38,1
98892,11,0,0
98893,137,440,127
98894,94,232,59
98895,2,0,0
98896,25,1,0
98897,10,25,4
98898,26,60,8
98899,12,37,8
98900,31,4,1
98901,44,0,0
98902,130,464,131
98903,34,71,18
98904,1,3,0
98905,34,107,28
98906,8,9,0
98907,8,19,3
98908,6,15,1
98909,51,101,22
98910,6,0,0
98911,67,181,34
98912,109,406,122
98913,29,0,0
98914,78,209,49
98915,34,64,15
98916,135,485,135
98917,148,574,163
98918,15,20,3
98919,44,1,1
98920,159,591,163
98921,9,30,5
98922,70,260,62
98923,27,46,4
98924,103,285,79
98925,10,10,3
98926,27,5,0
98927,6,0,0
98928,156,563,150
98929,148,609,176
98930,11,1,0
98931,23,1,0
98932,94,239,54
98933,41,129,29
98934,46,128,34
98935,155,564,128
98936,128,377,85
98937,5,0,0
98938,33,2,0
98939,43,99,27
98940,19,5,0
98941,15,0,0
98942,72,0,0
98943,12,0,0
98944,80,270,61
98945,32,60,12
98946,47,110,27
98947,22,0,0
98948,40,0,0
98949,73,2,0
98950,103,360,84
98951,1,0,0
98952,11,13,1
98953,42,0,0
98954,27,0,0
98955,10,0,0
98956,33,5,0
98957,61,1,0
98958,97,259,69
98959,69,165,31
98960,80,105,16
98961,111,400,84
98962,35,0,0
98963,2,0,0
98964,3,2,0
98965,15,22,2
98966,61,77,16
98967,45,17,1
98968,30,62,13
98969,152,563,141
98970,89,338,89
98971,17,35,5
98972,13,2,0
98973,32,27,1
98974,84,225,49
98975,26,48,9
98976,30,4,0
98977,33,61,5
98978,38,0,0
98979,141,529,142
98980,32,54,10
98981,100,352,96
98982,3,0,0
98983,143,520,164
98984,4,0,0
98985,29,0,0
98986,68,232,47
98987,3,8,1
98988,52,1,0
98989,57,1,0
98990,27,52,7
98991,77,279,64
98992,58,191,50
98993,7,8,1
98994,146,536,148
98995,119,275,61
98996,13,0,0
98997,6,0,0
98998,14,0,0
98999,14,24,3
99000,3,0,0
99001,6,0,0
99002,66,114,27
99003,24,81,23
99004,18,40,7
99005,34,2,0
99006,1,2,0
99007,18,59,13
99008,69,135,37
99009,42,90,21
99010,70,0,0
99011,20,0,0
99012,33,75,16
99013,3,1,0
99014,149,573,155
99015,69,186,40
99016,71,204,33
99017,133,501,122
99018,10,21,5
99019,2,0,0
99020,14,0,0
99021,3,3,1
99022,55,122,21
99023,62,156,36
99024,9,0,0
99025,6,0,0
99026,65,0,0
99027,50,0,0
99028,156,574,156
99029,7,5,0
99030,106,449,126
99031,36,71,19
99032,54,0,0
99033,131,503,136
99034,19,2,0
99035,153,569,127
99036,68,0,0
99037,3,0,0
99038,31,53,2
99039,16,3,1
99040,30,0,0
99041,63,2,0
99042,32,6,0
99043,33,59,16
99044,50,159,37
99045,142,549,157
99046,60,0,0
99047,35,4,2
99048,108,306,77
99049,57,166,26
99050,33,80,15
99051,118,418,116
99052,135,528,133
99053,1,0,0
99054,15,34,7
99055,47,73,20
99056,28,4,0
99057,11,35,10
99058,100,374,102
99059,54,223,51
99060,7,4,0
99061,29,40,7
99062,16,0,0
99063,68,1,0
99064,50,0,0
99065,99,307,81
99066,140,413,125
99067,3,0,0
99068,29,0,0
99069,21,0,0
99070,47,0,0
99071,123,479,117
99072,74,0,0
99073,145,581,149
99074,16,1,0
99075,18,37,6
99076,25,1,0
99077,153,582,153
99078,15,38,8
99079,7,19,2
99080,5,3,0
99081,38,1,0
99082,16,0,0
99083,77,201,44
99084,10,25,4
99085,19,39,9
99086,3,1,0
99087,113,187,44
99088,4,3,0
99089,159,644,181
99090,146,496,122
99091,108,312,78
99092,2,0,0
99093,5,8,1
99094,82,246,51
99095,1,0,0
99096,140,418,106
99097,2,1,0
99098,54,3,0
99099,57,121,30
99100,2,0,0
99101,82,240,62
99102,32,4,0
99103,59,0,0
99104,95,163,40
99105,7,12,2
99106,10,4,2
99107,150,541,155
99108,157,617,181
99109,32,66,9
99110,33,52,6
99111,27,63,11
99112,30,3,0
99113,2,0,0
99114,108,331,87
99115,25,41,8
99116,63,0,0
99117,161,684,188
99118,64,0,0
99119,129,500,120
99120,12,0,0
99121,17,0,0
99122,36,5,1
99123,8,0,0
99124,4,6,0
99125,32,50,3
99126,25,0,0
99127,81,208,43
99128,24,1,0
99129,2,0,0
99130,10,21,6
99131,4,5,1
99132,4,4,0
99133,13,47,17
99134,14,23,7
99135,34,81,16
99136,13,29,8
99137,67,186,36
99138,45,1,0
99139,45,156,35
99140,32,3,0
99141,21,0,0
99142,10,15,2
99143,6,0,0
99144,116,416,117
99145,53,152,31
99146,108,308,65
99147,37,126,29
99148,21,39,10
99149,3,3,1
99150,5,0,0
99151,140,494,128
99152,93,319,80
99153,16,30,3
99154,9,10,0
99155,70,259,64
99156,30,0,0
99157,63,2,0
99158,40,68,12
99159,1,0,0
99160,1,0,0
99161,9,0,0
99162,62,0,0
99163,37,0,0
99164,13,24,6
99165,1,0,0
99166,149,494,132
99167,57,0,0
99168,20,64,10
99169,2,0,0
99170,21,3,0
99171,11,2,0
99172,29,5,2
99173,34,44,3
99174,2,0,0
99175,96,290,93
99176,1,0,0
99177,35,0,0
99178,29,45,5
99179,38,109,24
99180,66,214,50
99181,7,0,0
99182,21,45,5
99183,35,0,0
99184,31,61,7
99185,20,73,21
99186,155,600,174
99187,162,624,158
99188,65,0,0
99189,7,11,2
99190,4,0,0
99191,112,174,43
99192,71,0,0
99193,7,0,0
99194,136,502,125
99195,69,179,45
99196,153,585,176
99197,112,357,87
99198,25,0,0
99199,12,0,0
99200,28,51,9
99201,23,48,9
99202,33,60,4
99203,11,7,0
99204,82,327,91
99205,71,1,0
99206,30,9,0
99207,52,111,26
99208,73,5,2
99209,20,2,0
99210,17,0,0
99211,14,48,8
99212,51,173,47
99213,155,642,177
99214,1,0,0
99215,15,0,0
99216,11,0,0
99217,57,0,0
99218,15,0,0
99219,44,106,18
99220,6,16,3
99221,135,495,144
99222,57,12,3
99223,16,0,0
99224,3,0,0
99225,2,0,0
99226,123,441,139
99227,155,533,146
99228,26,39,5
99229,32,3,0
99230,111,379,110
99231,151,561,188
99232,51,0,0
99233,19,3,0
99234,9,8,2
99235,7,11,0
99236,14,32,5
99237,64,175,35
99238,34,11,2
99239,7,0,0
99240,63,0,0
99241,21,38,7
99242,120,455,126
99243,38,1,0
99244,20,40,6
99245,63,122,26
99246,15,24,5
99247,95,251,59
99248,10,0,0
99249,5,1,0
99250,22,2,1
99251,21,31,7
99252,140,495,115
99253,9,12,3
99254,18,29,4
99255,14,0,0
99256,14,0,0
99257,146,548,172
99258,1,0,0
99259,95,76,13
99260,37,0,0
99261,73,0,0
99262,160,616,177
99263,53,4,0
99264,25,2,0
99265,57,168,53
99266,79,139,24
99267,102,240,56
99268,66,0,0
99269,23,0,0
99270,63,17,0
99271,72,0,0
99272,30,0,0
99273,149,506,129
99274,1,0,0
99275,114,384,105
99276,63,215,41
99277,10,1,0
99278,33,57,9
99279,50,0,0
99280,23,0,0
99281,123,367,81
99282,2,0,0
99283,8,0,0
99284,32,48,9
99285,3,3,0
99286,2,0,0
99287,17,4,0
99288,6,0,0
99289,25,45,7
99290,3,0,0
99291,80,225,40
99292,110,404,114
99293,6,17,4
99294,136,489,119
99295,10,11,0
99296,9,10,2
99297,2,0,0
99298,42,91,21
99299,38,30,3
99300,39,154,36
99301,59,213,44
99302,23,39,7
99303,52,167,41
99304,15,41,14
99305,60,0,0
99306,135,502,160
99307,21,1,0
99308,39,0,0
99309,99,336,88
99310,13,2,0
99311,131,438,122
99312,26,40,2
99313,147,500,117
99314,29,0,0
99315,140,457,97
99316,11,8,3
99317,64,0,0
99318,129,416,109
99319,143,596,172
99320,45,112,22
99321,32,81,23
99322,87,325,72
99323,22,37,5
99324,119,415,103
99325,62,0,0
99326,113,363,98
99327,139,481,132
99328,64,159,39
99329,49,144,39
99330,27,73,17
99331,14,21,3
99332,1,0,0
99333,71,0,0
99334,33,24,2
99335,31,55,5
99336,48,106,25
99337,61,112,29
99338,36,122,31
99339,18,39,6
99340,16,36,4
99341,7,8,0
99342,2,0,0
99343,3,0,0
99344,28,4,0
99345,27,2,0
99346,1,0,0
99347,29,3,1
99348,5,0,0
99349,127,385,104
99350,4,0,0
99351,72,204,51
99352,32,0,0
99353,17,0,0
99354,14,18,1
99355,24,0,0
99356,68,0,0
99357,31,4,0
99358,114,386,100
99359,21,0,0
99360,27,0,0
99361,7,0,0
99362,8,23,5
99363,89,225,36
99364,11,16,3
99365,40,3,0
99366,1,0,0
99367,142,518,136
99368,3,3,0
99369,72,0,0
99370,75,0,0
99371,31,0,0
99372,9,0,0
99373,121,258,60
99374,1,0,0
99375,91,310,81
99376,153,565,152
99377,22,72,17
99378,47,81,22
99379,96,383,115
99380,1,0,0
99381,73,269,82
99382,66,0,0
99383,9,10,2
99384,18,53,16
99385,18,0,0
99386,18,26,5
99387,87,250,64
99388,1,0,0
99389,104,406,105
99390,46,123,33
99391,53,0,0
99392,21,46,7
99393,6,0,0
99394,28,40,8
99395,3,0,0
99396,1,0,0
99397,9,0,0
99398,9,0,0
99399,8,0,0
99400,4,1,0
99401,31,63,20
99402,14,20,2
99403,13,1,0
99404,28,5,0
99405,102,338,99
99406,20,0,0
99407,12,23,0
99408,18,28,4
99409,135,551,153
99410,4,9,2
99411,5,0,0
99412,115,348,88
99413,18,59,8
99414,1,0,0
99415,81,147,36
99416,162,650,180
99417,68,177,45
99418,8,6,2
99419,88,329,94
99420,157,560,147
99421,69,0,0
99422,32,57,3
99423,1,0,0
99424,49,1,0
99425,4,10,2
99426,8,5,1
99427,61,100,17
99428,8,1,0
99429,68,0,0
99430,29,85,23
99431,150,578,150
99432,63,0,0
99433,13,0,0
99434,12,0,0
99435,27,53,6
99436,37,97,27
99437,39,25,1
99438,67,0,0
99439,2,2,0
99440,6,2,0
99441,11,37,8
99442,3,3,0
99443,32,4,0
99444,121,462,123
99445,72,256,65
99446,30,82,20
99447,53,116,31
99448,20,5,0
99449,13,0,0
99450,11,0,0
99451,57,169,37
99452,7,24,8
99453,136,520,134
99454,89,277,65
99455,5,6,2
99456,75,265,80
99457,20,0,0
99458,17,39,9
99459,32,4,0
99460,26,0,0
99461,147,547,170
99462,106,403,109
99463,37,133,42
99464,89,254,62
99465,25,0,0
99466,3,0,0
99467,23,4,0
99468,11,0,0
99469,2,4,0
99470,1,0,0
99471,148,558,165
99472,159,633,172
99473,73,198,41
99474,2,0,0
99475,49,0,0
99476,18,0,0
99477,56,0,0
99478,58,0,0
99479,50,130,23
99480,3,2,0
99481,32,9,0
99482,15,29,6
99483,2,3,0
99484,74,195,39
99485,158,622,170
99486,133,494,141
99487,17,2,0
99488,128,449,127
99489,68,237,62
99490,8,0,0
99491,50,0,0
99492,1,0,0
99493,68,0,0
99494,43,1,0
99495,88,341,91
99496,7,5,0
99497,104,346,78
99498,30,0,0
99499,10,0,0
99500,9,2,1
99501,11,29,7
99502,58,174,35
99503,109,363,96
99504,42,1,0
99505,62,0,0
99506,32,0,0
99507,22,52,11
99508,7,17,5
99509,153,613,176
99510,151,601,184
99511,143,610,175
99512,130,378,74
99513,32,0,0
99514,13,16,5
99515,26,11,0
99516,7,0,0
99517,19,0,0
99518,131,492,138
99519,4,7,4
99520,103,294,74
99521,140,524,150
99522,16,4,1
99523,31,58,7
99524,91,317,75
99525,63,0,0
99526,70,177,48
99527,8,19,2
99528,9,9,3
99529,47,60,9
99530,69,0,0
99531,7,0,0
99532,69,0,0
99533,7,12,2
99534,2,0,0
99535,96,237,50
99536,19,0,0
99537,6,8,2
99538,2,0,0
99539,11,27,6
99540,3,0,0
99541,16,1,0
99542,18,0,0
99543,8,9,1
99544,85,149,27
99545,138,538,131
99546,15,21,1
99547,72,177,34
99548,94,251,57
99549,7,13,3
99550,64,0,0
99551,64,0,0
99552,1,0,0
99553,56,164,43
99554,106,382,102
99555,13,0,0
99556,72,1,0
99557,3,0,0
99558,83,202,51
99559,18,0,0
99560,50,152,28
99561,27,1,0
99562,32,56,10
99563,7,0,0
99564,8,0,0
99565,6,1,0
99566,28,105,31
99567,3,0,0
99568,52,102,24
99569,81,224,63
99570,110,381,96
99571,18,60,11
99572,4,3,0
99573,44,0,0
99574,22,2,0
99575,105,309,83
99576,49,114,19
99577,6,0,0
99578,26,47,7
99579,73,0,0
99580,8,2,0
99581,6,0,0
99582,57,0,0
99583,20,3,0
99584,26,3,0
99585,114,373,82
99586,17,34,6
99587,16,0,0
99588,24,0,0
99589,22,5,1
99590,28,100,25
99591,123,262,60
99592,66,163,32
99593,26,75,20
99594,157,588,164
99595,12,21,4
99596,152,541,125
99597,101,405,129
99598,6,17,0
99599,31,63,7
99600,30,4,1
99601,75,179,44
99602,26,0,0
99603,43,115,30
99604,25,35,3
99605,8,0,0
99606,6,0,0
99607,78,231,63
99608,3,0,0
99609,12,0,0
99610,63,80,13
99611,41,130,37
99612,65,116,21
99613,8,0,0
99614,33,2,0
99615,99,313,60
99616,23,40,9
99617,61,1,1
99618,15,1,1
99619,137,455,95
99620,4,1,0
99621,83,247,58
99622,13,0,0
99623,9,15,3
99624,5,11,1
99625,159,590,158
99626,146,513,126
99627,17,16,3
99628,64,231,54
99629,80,0,0
99630,34,7,2
99631,27,1,0
99632,15,0,0
99633,22,84,14
99634,16,26,2
99635,37,0,0
99636,13,34,2
99637,83,127,35
99638,146,540,132
99639,26,0,0
99640,32,59,7
99641,95,310,52
99642,56,0,0
99643,52,185,40
99644,60,162,41
99645,6,16,5
99646,18,3,0
99647,17,5,0
99648,9,0,0
99649,10,0,0
99650,76,0,0
99651,136,443,118
99652,78,0,0
99653,80,248,50
99654,24,86,30
99655,21,1,0
99656,7,0,0
99657,140,322,85
99658,4,0,0
99659,10,30,5
99660,117,291,65
99661,111,310,78
99662,75,252,64
99663,56,217,58
99664,24,89,26
99665,8,6,0
99666,67,226,50
99667,35,0,0
99668,13,0,0
99669,64,0,0
99670,10,38,9
99671,14,42,11
99672,21,30,3
99673,21,23,3
99674,147,610,184
99675,20,62,18
99676,78,295,68
99677,6,5,1
99678,49,7,2
99679,145,539,155
99680,7,20,7
99681,44,7,1
99682,49,136,40
99683,24,68,12
99684,8,0,0
99685,37,0,0
99686,65,0,0
99687,7,0,0
99688,7,1,0
99689,34,60,6
99690,33,0,0
99691,28,0,0
99692,9,0,0
99693,32,0,0
99694,65,0,0
99695,132,388,112
99696,32,48,4
99697,85,244,59
99698,21,61,13
99699,35,0,0
99700,35,88,24
99701,143,359,102
99702,131,452,130
99703,50,0,0
99704,77,207,52
99705,97,360,75
99706,33,62,14
99707,80,174,49
99708,20,9,1
99709,80,234,56
99710,47,136,39
99711,11,28,7
99712,17,39,8
99713,71,0,0
99714,9,28,4
99715,33,66,7
99716,123,440,95
99717,119,355,84
99718,18,68,17
99719,23,2,1
99720,9,10,3
99721,37,0,0
99722,16,0,0
99723,70,1,0
99724,54,0,0
99725,57,133,33
99726,16,0,0
99727,7,0,0
99728,5,0,0
99729,46,0,0
99730,18,0,0
99731,27,1,0
99732,34,4,0
99733,65,0,0
99734,109,170,43
99735,26,0,0
99736,25,0,0
99737,70,1,0
99738,73,5,0
99739,2,3,0
99740,15,12,1
99741,12,15,2
99742,4,1,0
99743,157,602,173
99744,88,328,77
99745,2,0,0
99746,91,315,107
99747,20,13,3
99748,8,10,1
99749,109,288,98
99750,64,0,0
99751,48,130,21
99752,4,11,0
99753,141,519,108
99754,154,566,153
99755,103,386,120
99756,155,589,159
99757,44,121,28
99758,149,478,119
99759,52,98,21
99760,8,0,0
99761,36,110,31
99762,50,154,37
99763,21,0,0
99764,98,212,63
99765,30,0,0
99766,53,215,59
99767,61,0,0
99768,55,175,42
99769,7,0,0
99770,146,406,91
99771,31,4,1
99772,12,0,0
99773,34,0,0
99774,1,0,0
99775,32,6,2
99776,145,523,121
99777,30,123,33
99778,42,10,0
99779,87,263,55
99780,12,2,1
99781,63,1,0
99782,5,0,0
99783,32,61,7
99784,84,269,75
99785,32,53,2
99786,62,220,56
99787,19,29,1
99788,13,20,1
99789,10,0,0
99790,32,72,13
99791,58,0,0
99792,6,18,3
99793,137,512,139
99794,8,0,0
99795,2,0,0
99796,32,39,8
99797,30,88,15
99798,14,0,0
99799,69,0,0
99800,31,65,16
99801,78,3,1
99802,34,2,0
99803,57,0,0
99804,51,0,0
99805,11,0,0
99806,3,11,3
99807,14,26,8
99808,121,252,69
99809,147,534,156
99810,3,0,0
99811,31,56,13
99812,34,50,4
99813,29,57,11
99814,1,0,0
99815,8,25,3
99816,24,5,1
99817,4,3,0
99818,26,104,32
99819,57,0,0
99820,17,43,6
99821,7,14,3
99822,26,0,0
99823,2,0,0
99824,9,12,2
99825,68,224,47
99826,24,73,17
99827,18,0,0
99828,2,4,1
99829,61,0,0
99830,32,2,0
99831,24,67,16
99832,70,1,0
99833,20,0,0
99834,6,7,1
99835,113,402,100
99836,35,41,3
99837,7,0,0
99838,41,56,13
99839,40,0,0
99840,19,3,0
99841,20,32,2
99842,20,42,7
99843,134,535,144
99844,61,5,0
99845,6,0,0
99846,58,0,0
99847,37,0,0
99848,144,582,165
99849,19,67,23
99850,30,1,0
99851,88,254,52
99852,23,71,20
99853,83,242,73
99854,100,280,64
99855,23,1,0
99856,68,1,0
99857,32,55,10
99858,61,214,60
99859,146,570,155
99860,131,438,87
99861,33,1,0
99862,62,0,0
99863,154,613,178
99864,11,0,0
99865,85,186,40
99866,23,52,15
99867,26,53,13
99868,28,1,0
99869,60,175,42
99870,13,0,0
99871,52,113,21
99872,52,2,0
99873,7,19,6
99874,134,421,95
99875,1,0,0
99876,41,99,22
99877,30,0,0
99878,67,0,0
99879,11,26,2
99880,4,0,0
99881,70,0,0
99882,31,54,11
99883,51,178,47
99884,9,0,0
99885,103,354,100
99886,39,137,33
99887,154,638,200
99888,6,0,0
99889,12,29,7
99890,4,6,2
99891,64,0,0
99892,150,437,106
99893,21,0,0
99894,118,324,66
99895,31,47,4
99896,4,5,2
99897,28,48,5
99898,15,3,0
99899,25,1,0
99900,160,596,154
99901,1,1,0
99902,93,355,102
99903,40,1,0
99904,34,5,0
99905,19,58,16
99906,157,616,177
99907,24,71,22
99908,40,58,12
99909,8,0,0
99910,6,0,0
99911,33,79,12
99912,129,425,104
99913,7,6,2
99914,12,20,2
99915,23,0,0
99916,1,0,0
99917,67,178,34
99918,50,0,0
99919,23,1,0
99920,98,290,67
99921,6,2,0
99922,60,0,0
99923,156,597,161
99924,68,1,0
99925,28,76,22
99926,52,0,0
99927,10,0,0
99928,2,4,0
99929,41,72,15
99930,2,3,0
99931,15,1,0
99932,6,0,0
99933,2,2,1
99934,7,3,0
99935,98,207,48
99936,20,29,6
99937,106,255,64
99938,2,4,0
99939,15,23,7
99940,32,0,0
99941,81,242,61
99942,4,11,0
99943,25,0,0
99944,40,0,0
99945,5,0,0
99946,33,0,0
99947,18,2,0
99948,66,2,0
99949,31,6,1
99950,153,543,136
99951,34,57,14
99952,2,2,0
99953,1,0,0
99954,100,211,44
99955,82,203,45
99956,34,0,0
99957,3,3,1
99958,53,0,0
99959,34,0,0
99960,6,1,0
99961,5,0,0
99962,17,0,0
99963,137,492,138
99964,143,567,163
99965,133,478,132
99966,67,0,0
99967,30,12,2
99968,4,5,1
99969,8,1,0
99970,74,0,0
99971,45,0,0
99972,48,155,31
99973,20,29,2
99974,145,597,174
99975,3,2,0
99976,7,13,1
99977,46,157,41
99978,157,614,176
99979,11,31,4
99980,106,233,68
99981,115,327,95
99982,18,67,21
99983,15,1,0
99984,21,3,0
99985,45,4,1
99986,7,0,0
99987,35,69,11
99988,4,0,0
99989,51,89,13
99990,156,613,196
99991,22,58,15
99992,21,38,1
99993,47,78,13
99994,68,196,47
99995,117,195,39
99996,129,409,107
99997,95,289,71
99998,46,136,30
99999,69,0,0
100000,2,0,0
100001,11,0,0
100002,68,0,0
100003,62,0,0
100004,13,0,0
100005,8,14,2
100006,74,221,55
100007,137,529,164
100008,14,33,4
100009,140,506,144
100010,45,0,0
100011,3,3,2
100012,12,1,0
100013,17,13,1
100014,18,33,10
100015,64,0,0
100016,21,0,0
100017,2,0,0
100018,11,2,0
100019,17,0,0
100020,36,0,0
100021,63,189,43
100022,13,39,9
100023,40,0,0
100024,26,0,0
100025,7,2,0
100026,157,580,131
100027,151,559,154
100028,15,20,4
100029,5,0,0
100030,18,6,0
100031,32,7,1
100032,36,77,19
100033,1,0,0
100034,12,0,0
100035,30,0,0
100036,26,42,5
100037,125,520,153
100038,5,3,2
100039,10,21,4
100040,45,86,17
100041,151,538,135
100042,16,23,1
100043,88,257,71
100044,46,129,27
100045,96,359,85
100046,39,147,40
100047,2,0,0
100048,143,505,134
100049,29,96,20
100050,158,629,172
100051,119,429,145
100052,13,30,11
100053,15,5,1
100054,11,2,0
100055,140,551,169
100056,13,16,0
100057,159,630,161
100058,2,3,0
100059,37,107,22
100060,60,123,32
100061,73,0,0
100062,71,173,34
100063,1,0,0
100064,124,441,112
100065,156,624,179
100066,30,2,1
100067,22,1,0
100068,11,0,0
100069,20,2,0
100070,22,0,0
100071,8,0,0
100072,4,0,0
100073,154,574,156
100074,30,1,1
100075,91,172,47
100076,18,0,0
100077,129,391,78
100078,38,101,24
100079,38,60,5
100080,154,549,140
100081,80,273,69
100082,24,43,7
100083,6,25,4
100084,80,274,70
100085,5,0,0
100086,33,96,23
100087,104,337,71
100088,13,0,0
100089,5,0,0
100090,11,0,0
100091,151,547,145
100092,2,4,0
100093,63,0,0
100094,39,68,14
100095,5,0,0
100096,61,0,0
100097,10,21,1
100098,130,451,133
100099,102,403,118
100100,57,230,66
100101,5,8,1
100102,66,3,0
100103,30,0,0
100104,6,0,0
100105,65,1,0
100106,3,0,0
100107,30,3,1
100108,2,0,0
100109,31,0,0
100110,78,233,54
100111,106,333,82
100112,71,0,0
100113,1,1,0
100114,149,555,153
100115,35,2,0
100116,84,142,37
100117,32,0,0
100118,27,0,0
100119,18,0,0
100120,30,101,29
100121,37,0,0
100122,32,1,0
100123,148,440,110
100124,16,0,0
100125,2,0,0
100126,101,333,107
100127,3,2,0
100128,33,60,9
100129,4,5,0
100130,4,0,0
100131,60,192,51
100132,44,27,5
100133,43,0,0
100134,33,58,8
100135,43,107,31
100136,56,174,47
100137,73,201,46
100138,15,18,4
100139,22,0,0
100140,4,0,0
100141,5,0,0
100142,6,10,3
100143,5,1,0
100144,16,25,3
100145,8,0,0
100146,1,0,0
100147,33,107,19
100148,99,387,108
100149,5,6,1
100150,15,17,1
100151,12,0,0
100152,51,0,0
100153,17,0,0
100154,5,1,0
100155,9,0,0
100156,34,46,8
100157,55,69,13
100158,53,194,50
100159,36,79,12
100160,14,8,0
100161,143,507,130
100162,69,181,48
100163,44,126,22
100164,31,0,0
100165,113,378,99
100166,152,590,178
100167,69,142,29
100168,117,379,98
100169,19,37,6
100170,13,0,0
100171,39,0,0
100172,39,86,19
100173,19,46,10
100174,30,0,0
100175,4,4,0
100176,11,17,3
100177,67,239,64
100178,1,0,0
100179,6,13,1
